group,name,Income,2024 score,2016,2017,2018,2019,2020,2021,2022,2023,2024,Since 2016
"Middle East, North Africa, Afghanistan & Pakistan",Algeria,Upper middle,55.2375,44.73041666666667,48.544583333333335,55.91833333333334,58.32250000000001,53.74625,63.804166666666674,60.906666666666666,57.36291666666666,55.2375,10.507083333333327
"Middle East, North Africa, Afghanistan & Pakistan",Lebanon,Lower middle,57.813750000000006,32.742916666666666,37.57458333333334,49.102916666666665,55.53041666666667,58.72375000000001,63.913333333333334,61.613333333333344,61.84958333333335,57.813750000000006,25.07083333333334
"Middle East, North Africa, Afghanistan & Pakistan",Oman,High,59.22083333333333,41.24333333333334,48.954166666666666,49.93458333333333,50.86958333333334,55.17125000000001,57.56791666666666,58.62791666666667,58.24666666666667,59.22083333333333,17.977499999999992
"Middle East, North Africa, Afghanistan & Pakistan",Kuwait,High,63.37541666666667,45.540000000000006,50.416666666666664,55.72083333333335,58.049583333333345,60.177499999999995,66.23541666666667,59.91041666666666,62.43791666666666,63.37541666666667,17.835416666666667
"Middle East, North Africa, Afghanistan & Pakistan","Iran, Islamic Rep.",Upper middle,63.517500000000005,49.67875000000001,49.141666666666666,57.26208333333332,57.358333333333334,52.17208333333333,57.71875,58.15083333333334,62.96250000000001,63.517500000000005,13.838749999999997
"Middle East, North Africa, Afghanistan & Pakistan",Pakistan,Lower middle,68.06125,56.92333333333334,59.488333333333344,62.20791666666666,61.00541666666667,62.91041666666668,68.34,69.24458333333334,68.91083333333333,68.06125,11.137916666666662
"Middle East, North Africa, Afghanistan & Pakistan",Qatar,High,68.10458333333335,44.81625000000001,47.71333333333334,47.86791666666667,55.51833333333334,56.26291666666667,67.26625,66.71375,66.78625,68.10458333333335,23.28833333333334
"Middle East, North Africa, Afghanistan & Pakistan",Morocco,Lower middle,73.06833333333333,60.02166666666668,63.67625,66.52416666666666,65.68291666666667,69.50291666666666,69.96041666666667,67.99458333333332,70.01083333333332,73.06833333333333,13.046666666666646
"Middle East, North Africa, Afghanistan & Pakistan",West Bank and Gaza,Lower middle,74.40041666666667,,58.508333333333326,67.03791666666666,66.76291666666667,73.19208333333333,77.8625,74.92500000000001,76.3475,74.40041666666667,
"Middle East, North Africa, Afghanistan & Pakistan",Tunisia,Lower middle,75.45750000000001,62.40749999999999,60.321250000000006,64.71833333333335,64.90083333333334,66.43958333333333,74.72999999999999,75.25083333333333,75.45458333333335,75.45750000000001,13.050000000000018
